x, y, u, v, p, 
0.281199, 0.635, -0.0179171, 0.0103825, 0.0452159, 
0.289859, 0.64, -0.0208433, 0.0133408, 0.0429511, 
0.00810086, 0.954976, -0.0115743, 0.00102049, 0.0708766, 
0, 0.95, 0, 0, 0.0712906, 
0.785266, 0.0100131, 0.0138523, 0.00448514, -0.0355317, 
0.779775, 0.0189868, 0.0305535, 0.00235938, -0.0350644, 
0.774509, 0.00897367, 0.0130447, 0.00192418, -0.0345682, 
0.740192, 0.18, 0.201038, -0.000814905, -0.0362351, 
0.835455, 0.675, 0.704461, 0.0173601, -0.064534, 
0.826795, 0.67, 0.655572, 0.0165581, -0.0638903, 
0.835455, 0.665, 0.689128, 0.0188214, -0.0645815, 
0.67091, 0.14, 0.149254, -0.00803641, -0.0260916, 
0.679571, 0.135, 0.151835, -0.00559199, -0.0270454, 
0.870096, 0.715, 0.911435, 0.0225259, -0.0662703, 
0.861436, 0.71, 0.871373, 0.0222683, -0.0658718, 
0.870096, 0.705, 0.896596, 0.0242815, -0.066442, 
0.922058, 0.575, 0.749521, 0.031287, -0.0691488, 
0.922058, 0.565, 0.736422, 0.0306081, -0.0690075, 
0.887417, 0.585, 0.767423, 0.0257505, -0.0676456, 
0.896077, 0.59, 0.785218, 0.028292, -0.0681575, 
0.64493, 0.185, 0.160142, -0.0183345, -0.0241607, 
0.636269, 0.18, 0.152727, -0.0162007, -0.0227333, 
0.64493, 0.175, 0.158488, -0.0137474, -0.0237935, 
0.939378, 0.555, 0.651114, 0.0295575, -0.0694529, 
0.3245, 0.26, 0.0285403, -0.0229643, 0.0306502, 
0.31584, 0.265, 0.0289343, -0.019485, 0.0323799, 
0.31584, 0.255, 0.032022, -0.0247138, 0.0320864, 
0.982679, 0.92, 0.0926512, -0.00353721, -0.0597912, 
0.99134, 0.915, 0.0356329, -0.000748191, -0.0600428, 
0.99134, 0.925, 0.0319935, -0.000608156, -0.0594335, 
0.748853, 0.525, 0.291854, -0.0080682, -0.0536285, 
0.740192, 0.52, 0.271819, -0.00699912, -0.0523459, 
0.748853, 0.515, 0.289852, -0.00568755, -0.05331, 
0.766173, 0.555, 0.340524, -0.00368037, -0.0565961, 
0.757513, 0.55, 0.316223, -0.00304562, -0.0554242, 
0.766173, 0.545, 0.336816, -0.00156201, -0.056337, 
0.818135, 0.605, 0.540088, 0.00927331, -0.062903, 
0.809474, 0.6, 0.500356, 0.00861836, -0.0620485, 
0.818135, 0.595, 0.530444, 0.0108486, -0.0627762, 
0.792154, 0.63, 0.465631, 0.00811901, -0.0606904, 
0.783494, 0.635, 0.442797, 0.00851793, -0.059847, 
0.878756, 0.66, 0.852043, 0.0248399, -0.0673986, 
0.870096, 0.665, 0.834705, 0.0245587, -0.0668865, 
0.125314, 0.855, -0.00673056, 0.0232998, 0.0709007, 
0.125314, 0.845, -0.0104441, 0.0199635, 0.071522, 
0.575647, 0.894999, 0.215573, 0.0124937, -0.0274568, 
0.575648, 0.885, 0.217798, 0.00818486, -0.0275428, 
0.627609, 0.095, 0.112789, -0.010164, -0.0190277, 
0.636269, 0.1, 0.115153, -0.0076129, -0.0203146, 
0.627609, 0.105, 0.120697, -0.00772252, -0.0192623, 
0.610289, 0.095, 0.110996, -0.00797776, -0.0166453, 
0.618949, 0.09, 0.104987, -0.0080167, -0.0177303, 
0.748853, 0.655, 0.359145, 0.00718312, -0.0560717, 
0.852776, 0.525, 0.59603, 0.0149716, -0.0641775, 
0.861436, 0.53, 0.628085, 0.0194716, -0.0649434, 
0.852776, 0.535, 0.605744, 0.0171503, -0.0644442, 
0.887417, 0.485, 0.646916, 0.0270692, -0.0652703, 
0.896077, 0.49, 0.660593, 0.0309067, -0.0659333, 
0.887417, 0.495, 0.658816, 0.0284024, -0.0656086, 
0.887417, 0.465, 0.624638, 0.0277054, -0.0645352, 
0.896077, 0.47, 0.637219, 0.0317086, -0.0652225, 
0.887417, 0.475, 0.636516, 0.0289849, -0.0649134, 
0.904737, 0.455, 0.622884, 0.0329492, -0.0651059, 
0.913397, 0.46, 0.620282, 0.0357411, -0.0657262, 
0.904737, 0.465, 0.63598, 0.0339112, -0.0654993, 
0.558327, 0.095, 0.103737, -0.015541, -0.00921545, 
0.566987, 0.1, 0.104804, -0.0133444, -0.0105593, 
0.558327, 0.105, 0.109437, -0.0130632, -0.00936435, 
0.298519, 0.925, 0.0569117, 0.0093523, 0.0349443, 
0.289859, 0.92, 0.0484837, 0.0135146, 0.0369556, 
0.904737, 0.335, 0.466517, 0.0378283, -0.0591461, 
0.844115, 0.44, 0.500852, 0.0140862, -0.0604161, 
0.904737, 0.615, 0.826461, 0.0280843, -0.0687471, 
0.896077, 0.61, 0.812766, 0.0279109, -0.0683143, 
0.904737, 0.605, 0.812951, 0.0296003, -0.0687008, 
0.237905, 0.0703307, 0.03964, -0.0187336, 0.0378934, 
0.246558, 0.075, 0.0454006, -0.0208411, 0.036909, 
0.948038, 0.26, 0.254578, 0.0348947, -0.0564567, 
0.939378, 0.265, 0.293194, 0.0369969, -0.0564931, 
0.939378, 0.255, 0.277558, 0.0354996, -0.0558879, 
0.64493, 0.205, 0.163505, -0.0201624, -0.0249175, 
0.636269, 0.2, 0.155986, -0.0180027, -0.0234575, 
0.64493, 0.195, 0.162907, -0.015656, -0.0245306, 
0.939378, 0.305, 0.347729, 0.038406, -0.0588976, 
0.948038, 0.3, 0.304486, 0.0364535, -0.05887, 
0.870096, 0.605, 0.746826, 0.0235898, -0.0668306, 
0.480336, 0.949316, 0.108606, 0.00597932, -0.00730144, 
0.471676, 0.954316, 0.105111, 0.00861976, -0.00524691, 
0.471725, 0.945, 0.114559, 0.0035127, -0.00529795, 
0.428423, 0.62, 0.0198834, 0.00510645, 0.00738128, 
0.437083, 0.615, 0.0279682, 0.00667223, 0.0052808, 
0.437083, 0.625, 0.0285739, 0.00205299, 0.00510729, 
0.705551, 0.36, 0.209562, -0.0168985, -0.0408003, 
0.714212, 0.355, 0.223095, -0.0153179, -0.0417737, 
0.454235, 0.935191, 0.114102, 0.00469521, -0.00138976, 
0.33316, 0.545, -0.00655492, 0.00105288, 0.0326366, 
0.367801, 0.885, 0.0761236, 0.0114653, 0.0190253, 
0.376462, 0.89, 0.0766775, 0.013885, 0.0169089, 
0.714211, 0.0850058, 0.114598, -0.0012565, -0.0297114, 
0.714211, 0.0750107, 0.104254, 0.00209731, -0.0294578, 
0.800814, 0.515, 0.415577, -0.000393351, -0.0592706, 
0.792154, 0.51, 0.386811, -0.000444095, -0.0582049, 
0.800814, 0.505, 0.411506, 0.00173151, -0.0589466, 
0.367801, 0.695, 0.0111464, 0.0159638, 0.0217649, 
0.367801, 0.685, 0.00913927, 0.00967438, 0.02194, 
0.376462, 0.69, 0.00840253, 0.0127485, 0.0195959, 
0.237898, 0.73, -0.0226957, 0.0206337, 0.0541351, 
0.246558, 0.725, -0.0170231, 0.0223264, 0.0521839, 
0.246558, 0.735, -0.0162122, 0.0174125, 0.0519184, 
0.376462, 0.59, -0.000472232, 0.00533454, 0.0211603, 
0.367801, 0.595, 0.00192611, 0.00871752, 0.0233327, 
0.367801, 0.585, 0.00151553, 0.00239282, 0.0234546, 
0.263881, 0.914996, 0.0440009, 0.017393, 0.0427924, 
0.255231, 0.919977, 0.03756, 0.0146533, 0.0445561, 
0.939378, 0.635, 0.738163, 0.0252438, -0.0699987, 
0.930718, 0.63, 0.780298, 0.0273078, -0.0697536, 
0.939378, 0.625, 0.728188, 0.0266484, -0.070023, 
0.393782, 0.64, 0.00818367, 0.00836377, 0.0159282, 
0.402442, 0.635, 0.0159122, 0.0100194, 0.0137705, 
0.402442, 0.645, 0.0166174, 0.00523082, 0.0136057, 
0.948038, 0.5, 0.534781, 0.0311267, -0.0684088, 
0.939378, 0.505, 0.595873, 0.0328442, -0.0682982, 
0.368443, 0.0436893, 0.0466742, -0.0134475, 0.0196211, 
0.377103, 0.0486893, 0.0483818, -0.0128581, 0.0183691, 
0.367801, 0.635, 0.00382203, 0.0117913, 0.0227651, 
0.367801, 0.625, 0.00285177, 0.00545525, 0.0229152, 
0.696891, 0.465, 0.202627, -0.0125598, -0.0442169, 
0.696891, 0.455, 0.20124, -0.0168234, -0.043817, 
0.705551, 0.46, 0.209812, -0.0134166, -0.0453075, 
0.497853, 0.060256, 0.0700064, -0.0113113, 9.13531e-05, 
0.506492, 0.0552194, 0.0698205, -0.00818108, -0.00119089, 
0.575644, 0.914994, 0.204587, 0.0110512, -0.0272832, 
0.575641, 0.924989, 0.195152, 0.0051566, -0.0271964, 
0.574891, 0.0434435, 0.0604228, -0.00772527, -0.0109895, 
0.583551, 0.0484435, 0.0639281, -0.00538957, -0.012293, 
0.298519, 0.945, 0.0569837, 0.00652715, 0.0347889, 
0.289859, 0.94, 0.0500135, 0.010644, 0.0367504, 
0.298519, 0.935, 0.0578276, 0.0139584, 0.0348514, 
0.99134, 0.905, 0.0469765, -0.000684755, -0.0606456, 
1, 0.91, 0, 0, -0.0603359, 
0.625, 0.99134, 0.0570161, -0.00468023, -0.0354899, 
0.615, 0.99134, 0.0559332, 1.28306e-05, -0.0338266, 
0.618949, 0.71, 0.175277, 0.00727468, -0.0364548, 
0.627609, 0.705, 0.186065, 0.00887766, -0.0380143, 
0.627609, 0.715, 0.191563, 0.00549451, -0.038052, 
0.584308, 0.67, 0.124256, 0.00410576, -0.0294283, 
0.592968, 0.665, 0.134136, 0.00555697, -0.0311042, 
0.592968, 0.675, 0.137468, 0.0019467, -0.0312203, 
0.558327, 0.705, 0.119762, 0.00969091, -0.0244187, 
0.558327, 0.695, 0.115751, 0.00405539, -0.0243258, 
0.549667, 0.67, 0.0967633, 0.00475568, -0.0221797, 
0.558327, 0.665, 0.106047, 0.00626154, -0.0239761, 
0.558327, 0.675, 0.108841, 0.00234377, -0.0241047, 
0.255218, 0.88, 0.0244185, 0.0192, 0.0454835, 
0.263878, 0.875, 0.0303811, 0.0214952, 0.0436832, 
0.263878, 0.885, 0.0336188, 0.0151577, 0.0434428, 
0.904737, 0.515, 0.695993, 0.0306472, -0.0671566, 
0.904737, 0.525, 0.708981, 0.0316902, -0.0674242, 
0.904737, 0.555, 0.746209, 0.0295092, -0.0680836, 
0.896077, 0.55, 0.733028, 0.0291042, -0.0675481, 
0.904737, 0.545, 0.733976, 0.0311052, -0.0678883, 
0.783494, 0.695, 0.509488, 0.0138396, -0.0599157, 
0.930718, 0.55, 0.685638, 0.0317169, -0.0690739, 
0.939378, 0.545, 0.640747, 0.0309075, -0.0692708, 
0.419459, 0.954318, 0.0878847, 0.0031016, 0.00662026, 
0.410968, 0.949612, 0.0837383, 0.00647653, 0.00862131, 
0.419593, 0.944706, 0.0948332, 0.0101527, 0.00658281, 
0.592211, 0.0434435, 0.0611263, -0.00294969, -0.0134491, 
0.592968, 0.055, 0.0733069, -0.00809204, -0.0135988, 
0.601255, 0.0409389, 0.0534319, -0.00360847, -0.0145792, 
0.445744, 0.65, 0.0311004, 0.00669319, 0.00251272, 
0.437083, 0.655, 0.0327666, 0.00988378, 0.00460058, 
0.437083, 0.645, 0.0309745, 0.00364088, 0.00476719, 
0.480385, 0.61, 0.0427868, 0.00191341, -0.00528565, 
0.489045, 0.615, 0.0521571, -0.000980187, -0.00745502, 
0.350246, 0.956242, 0.066748, 0.00336855, 0.0227437, 
0.341526, 0.951391, 0.0621462, 0.00750853, 0.0247986, 
0.350564, 0.944792, 0.0720725, 0.011454, 0.0227765, 
0.0647189, 0.709974, -0.0170574, 0.0132725, 0.0858671, 
0.0563378, 0.714816, -0.0129059, 0.0127638, 0.0865025, 
0.0563641, 0.704791, -0.0136057, 0.0101747, 0.0867852, 
0.211917, 0.805, -0.00795873, 0.0251261, 0.0575616, 
0.211917, 0.795, -0.0112524, 0.0200298, 0.0579564, 
0.220577, 0.8, -0.0123971, 0.0231801, 0.0558461, 
0.185936, 0.3, 0.00120135, -0.0151697, 0.0557661, 
0.194596, 0.295, 0.00503407, -0.0127746, 0.0542053, 
0.194596, 0.305, 0.00493108, -0.0155044, 0.0547833, 
0.194596, 0.855, 0.00336497, 0.0242434, 0.0590709, 
0.194596, 0.845, -0.000891611, 0.0199067, 0.0595105, 
0.930718, 0.27, 0.322631, 0.0398227, -0.0564767, 
0.922058, 0.275, 0.353213, 0.0401107, -0.0564325, 
0.922058, 0.265, 0.336454, 0.0385517, -0.0558298, 
0.618949, 0.83, 0.25235, 0.0122794, -0.0360227, 
0.627609, 0.825, 0.2652, 0.0146797, -0.0375828, 
0.627609, 0.835, 0.271085, 0.0103244, -0.0374742, 
0.185936, 0.86, -0.00131522, 0.0227044, 0.0605161, 
0.177276, 0.865, 0.00311841, 0.0238063, 0.0619022, 
0.177276, 0.855, -0.00119935, 0.0198385, 0.0623794, 
0.246558, 0.325, 0.00542582, -0.0111573, 0.0472052, 
0.367801, 0.935, 0.0802179, 0.0122234, 0.0187747, 
0.367801, 0.925, 0.081654, 0.00729862, 0.0188099, 
0.376462, 0.93, 0.0791869, 0.00960228, 0.0167558, 
0.930718, 0.75, 0.862622, 0.0154565, -0.0676876, 
0.939378, 0.755, 0.797587, 0.0135543, -0.0677109, 
0.904737, 0.645, 0.868314, 0.0283961, -0.0687403, 
0.896077, 0.65, 0.869973, 0.0269324, -0.0683259, 
0.610289, 0.925, 0.225802, 0.0051761, -0.0334908, 
0.272539, 0.51, -0.0190068, 0.00341293, 0.0473203, 
0.281199, 0.515, -0.0137352, 0.00111793, 0.0453309, 
0.852776, 0.615, 0.694641, 0.0198594, -0.0657553, 
0.861436, 0.61, 0.720297, 0.0209713, -0.0663075, 
0.592968, 0.845, 0.229743, 0.0145543, -0.0311809, 
0.592968, 0.835, 0.225369, 0.0100913, -0.0312654, 
0.229237, 0.725, -0.0203098, 0.0174675, 0.0563327, 
0.220577, 0.72, -0.0261369, 0.020541, 0.0584899, 
0.229237, 0.525, -0.0193854, 0.00390472, 0.0574101, 
0.229237, 0.535, -0.0205176, 0.00969581, 0.0575827, 
0.203257, 0.81, -0.0129898, 0.0235925, 0.0592136, 
0.211917, 0.815, -0.0061879, 0.0200958, 0.0571722, 
0.714212, 0.165, 0.181487, -0.0067355, -0.0325153, 
0.159955, 0.124999, 0.029015, -0.0231832, 0.0486143, 
0.168615, 0.129999, 0.0271254, -0.0236033, 0.047972, 
0.159955, 0.135, 0.0266362, -0.0208344, 0.0491153, 
0.870096, 0.325, 0.44926, 0.0295702, -0.0564683, 
0.861436, 0.33, 0.442718, 0.0263858, -0.0561323, 
0.367801, 0.535, 0.00248116, 0.00379516, 0.0239545, 
0.367801, 0.525, 0.00277268, -0.00246922, 0.0240223, 
0.376462, 0.53, 0.000313779, 0.00034046, 0.0218151, 
0.575648, 0.825, 0.200526, 0.0101554, -0.0280192, 
0.402442, 0.585, 0.0125693, 0.000555647, 0.014557, 
0.411103, 0.59, 0.0112406, 0.0035389, 0.0122757, 
0.437083, 0.555, 0.025111, 0.00164973, 0.00631943, 
0.437083, 0.565, 0.02492, -0.0028616, 0.00614611, 
0.428423, 0.56, 0.0170054, 0.000160297, 0.00838905, 
0.696891, 0.915, 0.358704, 0.0065229, -0.0467474, 
0.272539, 0.61, -0.0240385, 0.0118108, 0.0476192, 
0.281199, 0.605, -0.0179285, 0.0136862, 0.0454874, 
0.471725, 0.535, 0.0394076, -0.00189909, -0.00172774, 
0.471725, 0.545, 0.0390873, -0.00623239, -0.00193124, 
0.463064, 0.54, 0.0309279, -0.0032675, 0.000248944, 
0.618949, 0.81, 0.240073, 0.0122843, -0.0362074, 
0.627609, 0.805, 0.252184, 0.0145454, -0.0377722, 
0.627609, 0.815, 0.259215, 0.0104097, -0.0376795, 
0.0646926, 0.59, -0.0148062, 0.00659462, 0.0861526, 
0.0733528, 0.585, -0.0144249, 0.00881142, 0.0852316, 
0.0820213, 0.240005, 0.00340675, -0.0153472, 0.0627151, 
0.073361, 0.245005, 0.00303567, -0.0116638, 0.0636809, 
0.0733528, 0.235, 0.00588317, -0.0137864, 0.0628933, 
0.757928, 0.0486646, 0.071759, 0.00399793, -0.0334846, 
0.766735, 0.0439181, 0.067576, 0.00531827, -0.0342638, 
0.76632, 0.0552536, 0.0818738, 0.00314743, -0.0344425, 
0.177262, 0.0949834, 0.0337392, -0.0217631, 0.0455786, 
0.177272, 0.104994, 0.0325541, -0.0199383, 0.045971, 
0.281199, 0.785, 0.00348167, 0.0232883, 0.042038, 
0.281199, 0.775, 0.000136881, 0.0175461, 0.0423117, 
0.289859, 0.78, -0.000458075, 0.0206237, 0.0400256, 
0.92233, 0.914899, 0.422953, -0.00426405, -0.0605535, 
0.922108, 0.904965, 0.478169, -0.00381382, -0.0609648, 
0.930959, 0.9099, 0.407779, -0.0056582, -0.0607312, 
0.731532, 0.805, 0.470444, 0.0159333, -0.0529363, 
0.740192, 0.8, 0.490499, 0.0143322, -0.054015, 
0.575648, 0.635, 0.111231, 0.0030719, -0.0271536, 
0.575648, 0.645, 0.11344, -0.000654217, -0.0273161, 
0.566987, 0.64, 0.101608, 0.00171186, -0.025429, 
0.263878, 0.715, -0.015098, 0.0213547, 0.0481706, 
0.272539, 0.71, -0.018966, 0.0184962, 0.0461166, 
0.263878, 0.685, -0.0185702, 0.0142657, 0.0488169, 
0.272539, 0.69, -0.0211063, 0.0173447, 0.0465417, 
0.471725, 0.235, 0.0830807, -0.0249602, 0.00308162, 
0.471725, 0.225, 0.0853926, -0.029516, 0.00316781, 
0.142635, 0.865, -0.00245256, 0.023479, 0.0677473, 
0.142635, 0.875, -0.000910448, 0.0190887, 0.0671993, 
0.64493, 0.835, 0.297633, 0.0146134, -0.0403603, 
0.636269, 0.84, 0.283106, 0.0121789, -0.0388717, 
0.437083, 0.605, 0.0268034, 0.000434717, 0.00545326, 
0.939378, 0.795, 0.755825, 0.00772311, -0.066195, 
0.930718, 0.79, 0.829868, 0.00926592, -0.0662471, 
0.939378, 0.585, 0.685099, 0.0288983, -0.0698524, 
0.948038, 0.58, 0.61624, 0.026771, -0.0700401, 
0.177276, 0.205, 0.0183267, -0.0198297, 0.0511253, 
0.177276, 0.215, 0.0180805, -0.0223277, 0.0517188, 
0.575648, 0.075, 0.0918211, -0.00784022, -0.0114334, 
0.584308, 0.07, 0.0848253, -0.00820127, -0.012586, 
0.523686, 0.505, 0.0646948, -0.00700114, -0.0129892, 
0.523686, 0.495, 0.0642572, -0.0127513, -0.0127346, 
0.532346, 0.5, 0.064946, -0.00971183, -0.014757, 
0.211917, 0.875, 0.0137421, 0.0177923, 0.054833, 
0.203257, 0.87, 0.00593342, 0.0216805, 0.0567406, 
0.211917, 0.865, 0.0109549, 0.0234464, 0.0551981, 
0.731532, 0.775, 0.438314, 0.0123829, -0.0534044, 
0.740192, 0.78, 0.467941, 0.0141005, -0.0543464, 
0.696891, 0.765, 0.34003, 0.0139709, -0.0490088, 
0.696891, 0.755, 0.330678, 0.00995118, -0.0490937, 
0.705551, 0.76, 0.351717, 0.0120624, -0.0502458, 
0.66225, 0.745, 0.258621, 0.0121695, -0.0439348, 
0.66225, 0.735, 0.251173, 0.00759287, -0.0439629, 
0.67091, 0.74, 0.2656, 0.00998714, -0.045317, 
0.610289, 0.715, 0.172272, 0.00978782, -0.0348707, 
0.610289, 0.705, 0.167125, 0.0045684, -0.0348193, 
0.610289, 0.675, 0.153858, 0.00626904, -0.0345811, 
0.610289, 0.685, 0.157848, 0.0028037, -0.0346747, 
0.601628, 0.68, 0.143598, 0.00479774, -0.0329653, 
0.584308, 0.71, 0.140177, 0.00747603, -0.0297984, 
0.541007, 0.655, 0.0909583, 0.00583541, -0.0200793, 
0.541007, 0.645, 0.0882665, 2.00635e-05, -0.0199211, 
0.549667, 0.65, 0.091375, 0.00301253, -0.021891, 
0.541007, 0.615, 0.082778, 0.00220387, -0.0193848, 
0.541007, 0.605, 0.0807953, -0.00360647, -0.0191864, 
0.549667, 0.61, 0.0832313, -0.000572856, -0.0211782, 
0.541007, 0.575, 0.0775828, -0.00145617, -0.0185363, 
0.541007, 0.565, 0.0761836, -0.00722788, -0.0183047, 
0.549667, 0.57, 0.0780798, -0.00417422, -0.0203054, 
0.575648, 0.555, 0.0982908, -0.00444991, -0.0254255, 
0.575648, 0.565, 0.0987514, -0.00815733, -0.0256796, 
0.566987, 0.56, 0.0885169, -0.0055802, -0.0237505, 
0.575648, 0.515, 0.0958191, -0.00806623, -0.0243245, 
0.575648, 0.525, 0.0956019, -0.0117754, -0.0246135, 
0.566987, 0.52, 0.0859794, -0.00912153, -0.0226827, 
0.203257, 0.79, -0.0176627, 0.0233994, 0.0600244, 
0.211917, 0.785, -0.012628, 0.0249273, 0.0583331, 
0.281199, 0.145, 0.0500997, -0.0243982, 0.0342358, 
0.142635, 0.645, -0.0249694, 0.0174078, 0.0760537, 
0.142635, 0.655, -0.025304, 0.0138788, 0.0759874, 
0.133975, 0.65, -0.0278787, 0.0154323, 0.077524, 
0.592968, 0.525, 0.108351, -0.00766088, -0.0280981, 
0.584308, 0.53, 0.09822, -0.0086946, -0.0265095, 
0.220577, 0.68, -0.0288614, 0.0182334, 0.0593977, 
0.229237, 0.675, -0.0235951, 0.0200205, 0.0574541, 
0.826795, 0.73, 0.749655, 0.0188095, -0.0632752, 
0.818135, 0.735, 0.71818, 0.0194471, -0.062547, 
0.437083, 0.795, 0.0754223, 0.0177437, 0.002816, 
0.437083, 0.805, 0.0798838, 0.0122503, 0.00274697, 
0.428423, 0.8, 0.0677255, 0.0154599, 0.00489563, 
0.515026, 0.93, 0.144567, 0.00762332, -0.0150127, 
0.506366, 0.935, 0.140229, 0.0101476, -0.0131488, 
0.298519, 0.235, 0.0325893, -0.0214955, 0.0345221, 
0.298519, 0.225, 0.035903, -0.0264, 0.0341817, 
0.437083, 0.665, 0.0340718, 0.00518495, 0.00443729, 
0.428423, 0.66, 0.0247397, 0.00823634, 0.00670966, 
0.281199, 0.305, 0.0138472, -0.0143718, 0.0400693, 
0.281199, 0.315, 0.0127787, -0.0177888, 0.0404199, 
0.159955, 0.825, -0.0119031, 0.0206671, 0.0670252, 
0.159955, 0.835, -0.00832359, 0.0248295, 0.0665013, 
0.688231, 0.31, 0.193494, -0.0182809, -0.0358784, 
0.679571, 0.315, 0.188931, -0.0184116, -0.0348549, 
0.679571, 0.305, 0.188398, -0.0218585, -0.0343828, 
0.116654, 0.66, -0.0260003, 0.0152194, 0.0802535, 
0.125314, 0.655, -0.0236112, 0.0171518, 0.0789364, 
0.125314, 0.665, -0.0239807, 0.0138967, 0.0788443, 
0.168616, 0.41, -0.0132449, -0.00417592, 0.0648267, 
0.177276, 0.405, -0.00994526, -0.00164365, 0.063166, 
0.177276, 0.415, -0.00979039, -0.00467095, 0.0636782, 
0.809474, 0.92, 0.547941, 0.00439885, -0.0573445, 
0.800814, 0.925, 0.512878, 0.00581887, -0.0567073, 
0.800814, 0.915, 0.560344, 0.00501597, -0.0569086, 
0.3245, 0.22, 0.0389338, -0.0259755, 0.0295859, 
0.33316, 0.215, 0.0456906, -0.0237928, 0.0279642, 
0.33316, 0.225, 0.0436158, -0.0274633, 0.0282021, 
0.722872, 0.43, 0.231837, -0.0136522, -0.0465166, 
0.714212, 0.435, 0.223486, -0.0133521, -0.0455203, 
0.852776, 0.735, 0.875943, 0.0222675, -0.0649126, 
0.852776, 0.745, 0.889908, 0.0203358, -0.0646963, 
0.99134, 0.235, 0.0408348, 0.00613483, -0.0556968, 
0.99134, 0.245, 0.0408688, 0.00610224, -0.0563034, 
0.965408, 0.909915, 0.212976, -0.00559229, -0.0605021, 
0.974061, 0.914927, 0.151382, -0.00327072, -0.0601452, 
0.904737, 0.675, 0.908831, 0.0259063, -0.0685005, 
0.835455, 0.095, 0.136739, 0.0135913, -0.0417268, 
0.844115, 0.1, 0.141677, 0.017086, -0.0425481, 
0.904737, 0.145, 0.184226, 0.0282534, -0.0482181, 
0.575648, 0.095, 0.106433, -0.0105352, -0.0117384, 
0.575648, 0.085, 0.099292, -0.0129717, -0.0115815, 
0.584308, 0.09, 0.100847, -0.0107517, -0.0128945, 
0.133449, 0.0696738, 0.0215784, -0.0159731, 0.0486244, 
0.177276, 0.795, -0.0162496, 0.0204991, 0.0651978, 
0.185936, 0.8, -0.0178236, 0.0237499, 0.0632303, 
0.696891, 0.475, 0.202363, -0.0154941, -0.044607, 
0.826795, 0.43, 0.447317, 0.00797974, -0.0584726, 
0.835455, 0.425, 0.469963, 0.0113115, -0.0590138, 
0.835455, 0.435, 0.475228, 0.00882541, -0.0594689, 
0.33316, 0.235, 0.0403854, -0.0224923, 0.0284545, 
0.341821, 0.23, 0.0403658, -0.0257116, 0.026788, 
0.835455, 0.465, 0.494713, 0.0107195, -0.0607401, 
0.835455, 0.455, 0.487642, 0.00853463, -0.0603325, 
0.679571, 0.235, 0.188048, -0.0149512, -0.0311076, 
0.679571, 0.225, 0.185656, -0.0176509, -0.0306611, 
0.887387, 0.935103, 0.422077, -0.00205379, -0.0597804, 
0.887412, 0.945015, 0.360291, -0.0024361, -0.0595388, 
0.878731, 0.940089, 0.407188, -0.00222607, -0.0595339, 
0.809474, 0.52, 0.443001, 0.00383756, -0.0602849, 
0.211917, 0.775, -0.0154426, 0.0196695, 0.058709, 
0.220577, 0.78, -0.0170478, 0.0228673, 0.0565804, 
0.298519, 0.835, 0.0267828, 0.0224848, 0.0365415, 
0.298519, 0.845, 0.0303211, 0.0164882, 0.0363224, 
0.151295, 0.86, -0.00686844, 0.0230371, 0.0666391, 
0.896077, 0.53, 0.708274, 0.0296086, -0.0671001, 
0.887417, 0.535, 0.704903, 0.0276285, -0.066744, 
0.887417, 0.525, 0.692585, 0.0261958, -0.0664921, 
0.904737, 0.445, 0.611632, 0.0347894, -0.0646949, 
0.896077, 0.45, 0.613847, 0.032599, -0.0644333, 
0.558327, 0.085, 0.0977064, -0.0102831, -0.00907157, 
0.549667, 0.09, 0.0964759, -0.0131632, -0.00786455, 
0.0646926, 0.51, -0.0117895, 0.00172858, 0.0832886, 
0.0733528, 0.515, -0.0107283, 0.00232828, 0.0827683, 
0.688231, 0.49, 0.190355, -0.0121385, -0.0438303, 
0.679571, 0.495, 0.184312, -0.0108404, -0.0426457, 
0.679571, 0.485, 0.182734, -0.0154, -0.0422856, 
0.65359, 0.83, 0.306454, 0.0124605, -0.0418018, 
0.64493, 0.825, 0.292193, 0.0106403, -0.0404776, 
0.289859, 0.32, 0.00889514, -0.016067, 0.0389455, 
0.818135, 0.395, 0.41029, 0.0060732, -0.0559948, 
0.818135, 0.385, 0.404393, 0.00400201, -0.0554877, 
0.801343, 0.0445845, 0.0684116, 0.00658482, -0.0373925, 
0.801588, 0.054471, 0.0818308, 0.00570205, -0.0376732, 
0.0165676, 0.0400349, 0.00190491, -0.00233375, 0.0533996, 
0.00808186, 0.0350329, -0.0011653, -0.00080216, 0.0533837, 
0.844115, 0.86, 0.831973, 0.00904107, -0.060842, 
0.835455, 0.865, 0.804042, 0.0105342, -0.0602664, 
0.835455, 0.855, 0.828023, 0.0104269, -0.0605737, 
0.220577, 0.2, 0.0236618, -0.0245311, 0.0452059, 
0.211917, 0.205, 0.0235929, -0.0210576, 0.0466643, 
0.211917, 0.195, 0.0269567, -0.0250911, 0.0461379, 
0.65359, 0.31, 0.163804, -0.0212179, -0.0306676, 
0.64493, 0.315, 0.160226, -0.020719, -0.0295222, 
0.748853, 0.375, 0.270322, -0.0107068, -0.0473461, 
0.748853, 0.365, 0.268247, -0.0137115, -0.0468412, 
0.774833, 0.18, 0.219574, 0.00656128, -0.0399956, 
0.783494, 0.175, 0.222392, 0.00895833, -0.040629, 
0.783494, 0.185, 0.230431, 0.00587267, -0.0411282, 
0.748853, 0.175, 0.204958, 0.00165087, -0.0369831, 
